q_id,company,ticker,date,question,answer,source_url,question_speaker,question_role,answer_speakers,answer_role,label
Q0046,Microsoft Corporation,MSFT,2022-10-25 18:30:00,"Okay. Thanks you. Satya or Amy, as a follow-up on Azure, I'm curious how you foresee the magnitude of two different variables on cloud computing demand over the near to medium term. The first being economic pressures on the willingness of some customers to spend, and the second being the impact of the spiking energy cost perhaps as a facilitator for something to do more in the cloud. Do you see these as largely offsetting factors, or are you expecting the former variable to be a lot more prominent than the latter? Thank you.","Yeah. I mean the way we see it is, overall, macro will mean that everybody is going to optimize their build. In fact, as Amy said, our job number one for large swaths of our sort of even customer-facing organizations is to proactively help them optimize. In fact, our incentives in our customer success teams are lined up with them, helping customers “do more with less”. So that's sort of one side. The thing, though, from a customer perspective, the best way for them to align their spend with what is uncertain demand is to move to the cloud. So we see the value prop of the cloud. So the big winner in all of this will be public cloud, because public cloud helps businesses offset the risk of taking demand risk. The other side, as you described today, is the risk around supply chain or energy costs. And so that's another one best way to hedge against an energy cost and we, in fact, more energy efficient, is to move to the cloud. So that's where I think a little bit of – as you all think about what happens to cloud, for us, we look at this and say, this is a period where cloud gain share because we're still in the early innings of adoption. And so we just want to invest going into it, but that might set and build long-term customer loyalty.",https://huggingface.co/datasets/Bose345/sp500_earnings_transcripts,Gregg Moskowitz,analyst,Satya Nadella,management,evasive
Q0047,Microsoft Corporation,MSFT,2022-10-25 18:30:00,"Good afternoon. Thanks for taking the question here. Helpful color on cloud. I wanted to pivot to advertising. This was a segment that crossed over $10 billion, I think, earlier this year. Netflix rolling out ad-supported model next year powered by Microsoft, what is the broader Microsoft advertising ambitions maybe three to five years here, given these are very large and very profitable segments that Microsoft has not historically focused on? Thanks.","Thanks for the question. We are – yeah, our core advertising business has got two elements to it. One is, I'll call it, LinkedIn B2B advertising, where we clearly have a leadership position around both reach, quality of ROI, and will -- of course, it will be cyclically impacted, but we feel that the LinkedIn Engage continues to grow. And as that market comes back, our premium position LinkedIn owned and operated, I feel well very well positioned. We'll continue to invest in that space. The second point is the place where we are, again, very, very focused on. First, starting with our owned and operated. So when we talk about the overall active devices on Windows have grown by 20% over the pandemic. One of the big opportunities it opens up is for us to tick our own and operated inventory, right, whether it is Bing and Search, whether it's the Feed. And those are things that you see some of the growth. We are share takers in the browser. We are share takers in terms of engagement of the feed. And those are things that we are high leverage on top of the installed base that's now structurally changed in terms of growth. And then the third-party with Netflix, we're really excited about that, and we're going to look to grow our -- and first make Netflix a successful partner, but we're going to continue to grow our third-party business on the ad platform. So those would be the three areas: LinkedIn; our own top printed advertising, both search and feed; as well as third-party ad network. Thanks, Brad. That wraps up the Q&A portion of today's earnings call. Thank you for joining us today, and we look forward to speaking with all of you soon.",https://huggingface.co/datasets/Bose345/sp500_earnings_transcripts,Brent Bracelin,analyst,Satya Nadella|Brett Iversen,management,partial
Q0048,"Amazon.com, Inc.",AMZN,2024-10-31 17:00:00,"Thanks so much for taking the questions. Brian, I was hoping you could talk a little bit more about the drivers of the 38% AWS margins. I know you mentioned the 200 basis points related to the useful lives push-out, but just how to think about sustainability kind of in the 30s there going forward? And then perhaps related the step-up in CapEx that you saw in 3Q, you gave the full-year number, which was helpful. Any kind of early read or thoughts on how we should think about 2025? Thanks so much.","Okay. Thanks, Doug. Let me start with AWS. Yeah, the primary drivers of the year-over-year margin increase are threefold. So first is accelerating top-line demand. That helps with all of our efficiencies, our cost-control efforts and of course, what you just mentioned, I believe, the change in the useful life of our servers this year. Let me remind you on that one. We made the change in 2024 to extend the useful life of our servers. This added about 200 basis-points of margin year-over-year. On cost-control, it's been a number of areas. It's -- first is hiring and staffing. We're being very measured in our hiring and you can tell as a company where our office staff is down slightly year-over-year and it's flat to the end of last year. So we're really working hard to maintain our efficiencies not only in the sales force and other areas and production teams, but also in our infrastructure areas. Infrastructure is a big part of our cost structure in AWS and we're probably the best at matching up supply and demand and driving cost efficiencies and driving those operations very, very strongly. And I think you saw that this quarter, especially on the higher-volume. And over-time, this margin will fluctuate in the segment. It's a number of factors to keep in mind, including our level of investment in the amount of innovation and product development we're doing for new products and services, changes in our staffing for sales and support organizations and of course, capital to support customer growth and to build cost performance chips for our customers' applications. So as I mentioned, we do a really good job of matching supply and demand and we do that in this business, it can result in quarters that we just saw. Yeah, I'll take the capex part of that. As Brian said in his opening comments, we expect to spend about $75 billion in 2024. I suspect we'll spend more than that in 2025. And the majority of it is for AWS and specifically, the increased bumps here are really driven by Generative AI. As I was mentioning in my own opening comments, our AI business is a multi-billion dollar business that's growing triple-digit percentages year-over-year and is growing three times faster at its stage of evolution than AWS did itself. We thought AWS grew pretty fast. And so the thing to remember about the AWS business is the cash life cycle is such that the faster we grow demand, the faster we have to invest capital in data centers and networking gear and hardware. And of course, in the hardware of AI, the accelerators or the chips are more expensive than the CPU hardware. And so we invest in all of that upfront in advance of when we can monetize it with customers using the resources. But of course, a lot of these assets are many year useful life assets. Data centers, for instance, are useful assets for 20 to 30 years. And so I think we've proven over time that we can drive enough operating income and free-cash flow to make this a very successful return on invested capital business and we expect the same thing will happen here with Generative AI. It is a really unusually large maybe once in a lifetime type of opportunity. And I think our customers, the business and our shareholders will feel good about this long-term that we're aggressively pursuing it.",https://huggingface.co/datasets/Bose345/sp500_earnings_transcripts,Doug Anmuth,analyst,Brian Olsavsky|Andy Jassy,management,direct
Q0049,"Amazon.com, Inc.",AMZN,2024-10-31 17:00:00,"Andy, if I could push on that last answer, you talked about how AI is about the same size but growing way faster than early AWS. And if we look back at the market in like the early 2010s is hypercompetitive on pricing, your margins were below 15%, I believe, back then. And it seems like a lot of that is what's going on right now in AI with these new AI data centers where you've got competitive pricing and suboptimal utilization just in the whole industry. So as that revenue line grows from where it is today to tens of billions of dollars in coming years, how does that margin come on from the AI data centers versus your existing kind of 30-plus-percent margin at AWS? Any thoughts on how quickly you can close the gap and how that looks on the new AI workloads versus maybe this mid-30s that the core business is running at? Thank you very much.","Yeah. So some quick context, Ross. I think one of the least understood parts about AWS, over time, is that it is a massive logistics challenge. If you think about, we have 35 or so regions around the world, which is an area of the world where we have multiple data centers, and then probably about 130 availability zone through data centers, and then we have thousands of SKUs we have to land in all those facilities. And if you land too little of them, you end up with shortages, which end up in outages for customers. So most don't end up with too little, they end up with too much. And if you end up with too much, the economics are woefully inefficient. And I think you can see from our economics that we've done a pretty good job over time at managing those types of logistics and capacity. And it's meant that we've had to develop very sophisticated models in anticipating how much capacity we need, where, in which SKUs and units. And so I think that the AI space is, for sure, earlier stage, more fluid and dynamic than our non-AI part of AWS. But it's also true that people aren't showing up for 30,000 chips in a day. They're planning in advance. So we have very significant demand signals giving us an idea about how much we need. And I think that one of the differences if you were able to get inside of the economics of the different types of providers here is how well they manage that utilization and that capacity. It has a very direct impact on what kind of margins you have over time and what kind of capital efficiency you also have over time. And so I think you're right, Ross, that there are some similarities in the early days here of AI, where the offerings are new and people are very excited about it. It's moving very quickly and the margins are lower than what they -- I think they will be over time. The same was true with AWS. If you looked at our margins around the time you were citing, in 2010, they were pretty different than they are now. I think as the market matures over time, there are going to be very healthy margins here in the Generative AI space.",https://huggingface.co/datasets/Bose345/sp500_earnings_transcripts,Ross Sandler,analyst,Andy Jassy,management,partial
Q0050,"Amazon.com, Inc.",AMZN,2024-10-31 17:00:00,"Thanks for taking my questions. Andy, I have two. The first one, I feel like we talk a lot about your targets and sort of north stars for domestic profitability. Can you talk to us a little bit about how you think about the drivers of international retail profitability from here and sort of how you -- just conceptually where the margins could go and what drives them there? And then the second one, I wanted to sort of ask you more about the robotics that you mentioned. I know you've been investing in robotics now for quite a few years. Where are you now in that journey? And how do we think about the next largest areas of investment in robotics in the warehouse network? Thanks.","This is Brian. Let me take the first part of that question on international segment profitability. So if you've looked at the trends, we see quarter-to-quarter fluctuations certainly in operating profit in the international segment. But we're starting to see clear trend lines that are moving positive and above zero. And for each of the last seven quarters, as I mentioned, we've had year-over-year improvement in op margin. And in the last quarter, operating income was up $1.4 billion versus the prior year. So really, it is a lot of the same factors you're seeing in North America, lower cost to serve, greater contribution from advertising, improved selection, faster delivery speeds, which help drive consumer demand. And if you step back further, international is really a mix of our established countries where we've been operating for a long time, the UK, Europe, and Germany -- excuse me, Europe and Japan, and a number of emerging countries, including 10 new countries that we launched in the last seven years. So there's a lot under the hood there and there's different stories in each country. Each of them is on a different point in the path from launching to customer adoption, just scaling towards profitability to then making consistent operating profit. So I think our expectations in each of those countries mirror those in North America. And we intend, over the fullness of time, that we're going to aim for North America margins, which are not static themselves. So we're happy with the performance. Glad to see a number above zero in many of the last few quarters, but really it’s a story on a country-by-country basis that we're working hard. On the robotics piece, what I would say is even though we believe we have more expansive and advanced automation, robotics capabilities in our fulfillment network than other peers, it's so early with respect to what we're going to do automation, robotics-wise in our fulfillment network. We're just at the stage right now where we're starting to roll out. We had about a five or six very significant new robotics capabilities in the areas of stowing, picking, packing, and shipping that we are finally put into one facility to get the entire workflow. It's a facility in Shreveport, Louisiana that was just launched a few weeks ago. And as I mentioned in my opening comments, we're seeing very encouraging results there. And of course, the reason why we're trying to have more robotics and automation in our fulfillment network is it allows us to fast -- to ship more quickly, to ship more cost effectively, and to make conditions even safer for our fulfillment teammates than what they already have today. And I think something that the team has done in a very disciplined way, and I talked about this a little bit in my annual letter, my shareholder letter is just they have been very thoughtful about defining what are the primitive foundational building blocks that you need, that you can then use in lots of different combinations to build additional automation/robotics capabilities down the road, so we can move even more quickly with the next generation of robotics capabilities. And that team has invested in those and they're already working on the next generation. And the last piece I would add to that is we really do believe that AI is going to be a big piece of what we do in our robotics network. We had a number of efforts going on there. We just hired a number of people from an incredibly strong robotics AI organization. And I think that will be a very central part of what we do moving forward, too.",https://huggingface.co/datasets/Bose345/sp500_earnings_transcripts,Brian Nowak,analyst,Brian Olsavsky,management,direct
Q0051,"Amazon.com, Inc.",AMZN,2024-10-31 17:00:00,"Thanks for taking the question. Maybe a two-parter, if I can. Looking at the results in the commerce business, there's a clear sort of pattern emerging with respect to ASPs versus unit growth. Can you talk a little bit about what you're seeing in terms of consumer behavior and the propensity to be receptive to either lower ASP items or discounts among consumer behavior? And then the second part would be, can you talk a little bit about some of the strategic initiatives you're building for the long term around capitalizing on lower ASP items and the potential shift to more consumables and the base of consumption habits on the platform? Thanks so much.","Yeah, hi, Eric, thank you for your question. Yeah, you're right. Q3 unit volume was strong, 12% worldwide. It's pretty similar in North America versus international. And the consumer factors, we've seen a continuation of many of the things we've discussed over the first -- or last few quarters. Customers looking for deals and are price conscious. This matches up well with our Prime events where we were -- which were well received and saved billions for our -- billions of dollars for our Prime members. It also led to Prime member -- paid Prime member growth accelerating in the quarter, which is hugely impactful for us. A lot of our best offers and deliveries are tuned to Prime membership, and it's the best deal in retail. So with all the benefits you get for the subscription price, so those are all positive signs. When you look at the split between revenue growth and unit growth, you do see some impact of the lower ASP products that we're selling as well as some of the trade down that consumers are doing. But we take that as a real positive, seeing the growth in everyday essential categories, which are really predicated on speed. So it's -- you have to have fast delivery to be able to sell the those products to customers. And when you do, it results in a stickier consumer relationship, higher orders, building larger baskets, which help our ship economics, and repeat orders are stronger. So those are all positive signs, and we'll take any short-term degradation in ASP because what we're focused on primarily is free cash flow here. And we see the ability to unlock all new elements of the consumer spend. I'll just add, Eric, on the lower ASP strategy. There's an expression that we've used a lot of times over the years that it's easy to lower prices but it's much harder to be able to afford to lower prices. And the same thing is probably true about lower ASP items. It's pretty easy to choose to supply them but it's much harder to be able to afford to economically supply them. And so one of the reasons that we have been so maniacal about cost to serve over the last few years is that as we're able to take our cost to serve down, it just opens up the aperture for more items, particularly lower ASP items that we're able to supply in an economic way. And when you layer on top of that the broader selection, you layer on top of that faster speed and what we're able to do in getting items and fulfillment nodes local and close to our end customers, what we're able to do in expanding our same-day network, which allows us to ship same-day but also is one of our lowest-cost ways is it just lets us serve so many more of customers' shopping missions. And that's what we're seeing in our business right now. But again, I think there's a lot of opportunity to continue to expand that.",https://huggingface.co/datasets/Bose345/sp500_earnings_transcripts,Eric Sheridan,analyst,Andy Jassy|Brian Olsavsky,management,partial
Q0052,"Amazon.com, Inc.",AMZN,2024-10-31 17:00:00,"Great. Thanks guys. Good afternoon. A question on online stores. The third-party unit mix declined a little bit in Q3, which is unusual. So just wondering if there are any specific drivers of that shift. And then secondly, you made a lot of progress with the AI agents on AWS and for sellers and Rufus for buyers. I wonder with all the underlying data that you have and leveraging those agent capabilities if you could provide any perspective on what a next-generation Alexa might look like and your opportunities there to perhaps drive incremental revenues. Thank you.","Sure, Colin. Thanks for your question. On the first one, third-party sellers, yes, the percent of paid units was 60% in Q3. And if you look over the last two years, it's -- essentially, it was at 59%, stepping up to 60%, stepping up to 61% pretty much every second quarter. So what we're seeing is still in a tight band between 59% and 61%. But what we're seeing is the impact of the everyday essentials. There's -- 3P demand is still strong and unit volumes are strong. It's just the everyday essentials tend to skew more to 1P than 3P. And on your second question, Colin, around Alexa, I think we have a really broad number of Alexa devices all over people's homes and offices and automobiles and hospitality suites. We've about 0.5 billion devices out there with a couple of hundred million active endpoints. And when we first were pursuing Alexa, we had this vision of it being the world's best personal assistant and people thought that was kind of a crazy idea. And I think if you look at what's happened in Generative AI over the last couple of years, I think you're kind of missing the boat if you don't believe that's going to happen. It absolutely is going to happen. So we have a really broad footprint where we believe if we rearchitect the brains of Alexa with next-generation foundational models, which we're in the process of doing, we have an opportunity to be the leader in that space. And I think if you look at a lot of the applications today that use Generative AI, there's a large number of them that are having success in cost avoidance and productivity. And then you're increasingly seeing more applications have success in really impacting the customer experience and being really good at taking large corpuses of data and being able to summarize and aggregate and answer questions, but not that many yet that are really good on top of that in taking actions for customers. And I think that the next generation of these assistants and the Generative AI applications will be better at not just answering questions and summarizing the indexing and aggregating data, but also taking actions. And you can imagine us being pretty good at that with Alexa.",https://huggingface.co/datasets/Bose345/sp500_earnings_transcripts,Colin Sebastian,analyst,Andy Jassy,management,partial
Q0053,"Amazon.com, Inc.",AMZN,2024-10-31 17:00:00,"Great. Thank you. Maybe a couple of questions. Just on the cloud, are you at all capacity constrained, and will the new Trainium or NVIDIA chips maybe even drive sales growth faster? And then secondly and I know there's been some competition from some of the more traditional retailers growing quickly online. Maybe talk about maybe the advantages that Amazon has with a fulfillment center distribution versus store distribution? Any thoughts on that? Thank you.","Well, on cloud, Justin, what I would tell you is that we -- I believe we have more demand that we could fulfill if we had even more capacity today. I think pretty much everyone today has less capacity than they have demand for, and it's really primarily chips that are the area where companies could use more supply. And so we have -- we're growing at a very rapid rate and have grown a pretty big business here in the AI space and it's early days, but I actually believe that the rate of growth there has a chance to improve over time as we have bigger and bigger capacity. And I think that one of the reasons I mentioned in my opening comments that we have a very deep partnership with NVIDIA. We tend to be their lead partner on most of their new chips. We were the first to offer H200s in EC2 instances. And I expect us to have a partnership for a very long time that matters. It's also true that for customers that start to scale out their implementations on the inference side, particularly, they realize pretty quickly that it can get costly. And it's really why we have pursued building Trainium and Inferentia, which is our custom silicon. And the second version of Trainium, Trainium2 will start to ramp up in the next few weeks. And I think it's going to be very compelling for customers on a price performance basis. And we have a lot of customer interest. We have gone back to our manufacturing partners a couple of times now to produce a lot more Trainium than we anticipated. Some of that, for sure, is due to the fact that we just -- we have very large demand, and we want more capacity and supply to be able to provide them. But a lot of it is that customers are excited about the price performance that they believe they're going to get in Trainium. So I think it's a very significant opportunity for us in the AWS space, and it's going to be a very significant opportunity for customers. I think on the retail side, I'd start by just saying that we've always believed that competition is very positive and very healthy. It's good for consumers, good for businesses. It's actually great for innovation. And if you look at the retail space, it's a very, very large market segment. I mean, we have a pretty big retail business, and yet we're only about 1% of the market segment share of the worldwide global retail market segment. And still about 80% to 85% of that market segment share lives in physical stores. And so if you believe that equation is going to flip in the next 10 to 20 years, which we do, there's just a lot of opportunity not just for us but for several players. There won't be only one successful player. I do think that we have some elements of our customer experience that are really unusual and unlike others. I think we have meaningfully broader selection than almost all the players that you probably have seen and heard of. We have low prices with very significant deals that we go work with our third-party selling partners around key holiday shopping occasions. And then we have very significant advantages and speed of delivery to customers. And we just continue to see in every bit of testing and analysis that we do, that the faster that we're able to promise customers that we can get them their items, the more frequently they buy and the more they actually use Amazon for their shopping needs. And so those are things that are pretty different. I also think we have a way of prioritizing customers that I think is unusual. Our orientation, our DNA and our core at Amazon starts with the customer, and everything moves backwards from that. Any meeting you go to inside of Amazon, we're always asking ourselves what do customers want? What do customers say? What do they not like about the experience? What could be better? And that customer orientation is very important, not just in how you take care of customers, but the world changes quickly all the time. And the technology is changing really quickly. And so if you have the combination of strong technical aptitude, propensity and a passion for inventing and then also a customer orientation where it drives everything you do, I think you have an opportunity to continue to build great trust in a business over a long period of time. Thanks for joining us on the call today and for your questions. A replay will be available on our Investor Relations website for at least three months. We appreciate your interest in Amazon and look forward to talking with you again next quarter.",https://huggingface.co/datasets/Bose345/sp500_earnings_transcripts,Justin Post,analyst,Andy Jassy|Dave Fildes,management,direct
Q0054,"Amazon.com, Inc.",AMZN,2024-08-01 17:30:00,"Thanks so much for taking the question and thanks for all the detail and the prepared remarks. Maybe a two-parter on AWS. There's been a theme during the last couple of weeks of earnings of the potential to over-invest as opposed to under-invest in AI as a broad theme. I'm curious, Andy, if you have a perspective on that in terms of thinking about elements of capitalizing on the theme longer term against the potential for pace or cadence of investment on AWS as a segment. And the second part would be coming back to your comments on custom silicon. How do you feel about custom silicon, both from a pace of investment and then more broadly, how you think about it as a return profile on a pivot to more custom silicon in your portfolio over the medium to long term? Thanks so much.","Thanks, Eric. I'll take them in order. I think on the question about investment in AWS and on the AI side, I think where I'd start is, I think one of the least understood parts about AWS over the last 18 years has been what a massive logistics challenge it is to run that business. If you think about the fact that we have about 35 regions and think of a region as multiple -- a cluster of multiple data centers and about 110 availability zones, which is roughly equivalent to a data center, sometimes it includes multiple. And then if you think about having to land thousands and thousands of SKUs across the 200 AWS services in each of those availability zones at the right quantities, it's quite difficult. And if you end up actually with too little capacity, then you have service disruptions, which really nobody does because it means companies can't scale their applications. So most companies deliver more capacity than they need. However, if you actually deliver too much capacity, the economics are pretty woeful and you don't like the returns of the operating income. And I think you can tell from having -- we disclosed both our revenue and our operating income in AWS that we've learned over time to manage this reasonably well. And we have built models over a long period of time that are algorithmic and sophisticated that land the right amount of capacity. And we've done the same thing on the AI side. Now AI is newer. And it's true that people take down clumps of capacity in AI that are different sometimes. I mean -- but it's also true that it's not like a company shows up to do a training cluster asking for a few hundred thousand chips the same day? Like you have a very significant advance signal when you have customers that want to take down a lot of capacity. So while the models are more fluent, it's also true that we've built, I think, a lot of muscle and skill over time in building these capacity signals and models. And we also are getting a lot of signal from customers on what they need. I think that it's -- the reality right now is that while we're investing a significant amount in the AI space and in infrastructure, we would like to have more capacity than we already have today. I mean we have a lot of demand right now. And I think it's going to be a very, very large business for us. On the custom silicon point, yeah, it's really interesting what's happened here. And it's also -- our strategy and approach here has been informed by running AWS for 18 years. When we started AWS, we had and still have a very deep partnership with Intel on the generalized CPU space. But what we found from customers is that they -- when you find a -- an offering that is really high value for you and high return, you don't actually spend less, even though you're spending less per unit, you spend less per unit, but it enables you and free you up to do so much more inventing and building for your customers. And then when you're spending more, you actually want better price performance than what you're getting. And a lot of times, it's hard to get that price performance from existing players unless you decide to optimize yourself for what you're learning from your customers and you push that envelope yourself. And so we built custom silicon in the generalized CPU space with Graviton, which we're on our fourth model right now. And that has been very successful for customers and for our AWS business is it saves customers about -- up to about 30% to 40% price performance versus the other leading x86 processors that they could use. And we saw the same trend happening about five years ago in the accelerator space in the GPU space, where the products are good, but there was really primarily one provider and supply was more scarce than what people wanted. And people -- our customers really want improved price performance all the time. And so that's why we went about building Trainium, which is our training chip and Inferentia, which is our inference chip, which we're on second versions of both of those, they will have very compelling relative price performance and in a world where it's hard to get GPUs today, the supply is scarce and all the schedules continue to move over time. Customers are quite excited and demanding at a high clip. Our custom silicon, and we're producing it as fast as we can. I think that's going to have very good return profile just like Graviton has and I think it will be another differentiating feature around AWS relative to others.",https://huggingface.co/datasets/Bose345/sp500_earnings_transcripts,Eric Sheridan,analyst,Andy Jassy,management,partial
Q0055,"Amazon.com, Inc.",AMZN,2024-08-01 17:30:00,"Thanks for the questions. I have two. So the first one I wanted to ask about in the second quarter, the retail gross margins that we're trying to do the monkey math, look a little weaker than expected. Was there any extra pressure on retail gross margins because of discounting? Or is that where Kuiper is? Or sort of how do we think about some of the drivers of retail gross margins in the quarter at shipping? And the second one, Andy, in the past, you talked about cost to serve improvement and sort of getting the North America margins back to pre-pandemic levels. Can you just remind us again sort of the internal philosophy about executing on that? Is there a time line to deliver on that? Sort of how are you sort of balancing showing that profitability improvement over the next couple of years versus pressing on new investments like Kuiper and perhaps reinvesting some of those profits over the next couple of years?","Brian, let me start with the first question on North America margins. So if you look at the segment operating margins, we did decrease 20 basis points sequentially from Q1 to Q2. I'll remind you that we have - see the annual step-up in stock-based compensation at the end of Q1 each year, and that added about $1.8 billion of stock-based comp expense in Q2 versus Q1. So that's impacting to some extent, all three segments. But even with that stock-based comp step up, the stores part of the North America segment, increase the margin again last quarter. So we're continuing to see strong improvements in cost to serve as well as improvement in speed, added selection, better safety. So a lot of the key areas that we're hitting on are strong. What you're seeing for the segment is that some of our investment areas had a tick up in expenses and investment in Q2 versus Q1. And that's not unheard of. Q1 is usually the lightest investment quarter, things like Prime Video and devices have less investment going on in those quarters. But the one thing I'd point out, I think we mentioned it is Kuiper stepping up a bit in Q2 versus Q1 as we start to build satellites that we'll launch in Q3 and Q4 this year. And your second question, Brian, I continue and the team continues to believe that we have the opportunity to expand the margin in our stores business. And as I've said on a number of the calls that we've done, it's not going to happen in one quarter, it's not going to happen in one fell swoop, it's going to take work over a long period of time. But I think that one of the silver linings, if you will, about year and half ago in the ricochet of the pandemic and all the growth that we had and the cost to serve challenges that we had was, it really forced us to reevaluate everything in the network. And really, even our most closely felt beliefs over a long period of time. And what it did was unveiled a number of opportunities that we believe we have to keep driving cost to serve down. And the first one that you've seen play out over the last year or so has been the regionalization of the U.S. network. And I think one thing to remember about that is that while it's had even bigger impact than maybe we theorized when we first architected it, we're still not done fully honing it. There's a lot of ways that we continue to optimize that U.S. regionalization that we think will continue to bear lower cost to serve. But at the same time, we found a number of other areas where we believe we can take our cost down while also improving the customer experience. One of the great things about regionalization was it not only took our cost to serve down, but it meaningfully changed the speed with which we're able to get items to customers. And so we have a number of those other opportunities. Another example of that is regionalizing our inbound network, which is also going to lower our cost to serve and get items more close to end users and diminish the amount of time it takes to get them to customers. We have a number of things that we're working on that allow us to combine more units per box, which lowers our costs as well and a lot of customers like that better because it's better for the environment, having more units per box. So I think we have a lot of opportunities to continue to take down our cost to serve. And strategically and philosophically, just two other things as you were alluding to that question. I think that from our perspective, as we're able to take cost to serve down, it means that we're able to afford to have more selection that we're able to offer to customers. And there are a lot of lower ASP items there, average selling price items that we don't stock because they're not economic to stock with our current cost to serve. But as we work hard to make progress like we are on lowering our cost to serve, that allows us to add more selection. And we see this time in and time out that we -- when we add more selection, customers actually consider us for more of their purchases and spend more with us down the line. I think the other thing, too, I would tell you is that I don't see it as being binary in any way, nor have I really ever seen it this way in the history of the company. I've been here 27 years. But we don't think of it as we can either be investing or we can be working on trying to take our cost to serve down. We believe we can do both. If you think about the examples you gave, the stores business and the Kuiper business are -- they're just different people working on those businesses. So our stores team is going to continue to work really hard on expanding selection and keeping prices low and speeding up our delivery times and driving our cost to serve down while our Kuiper team is working on how to figure out how to help the 400 million to 500 million households around the world who don't have broadband connectivity get that connectivity and allow them to do a lot of the things we take for granted today with broadband connectivity. So they're not going to be binary. We're going to work on them both at the same time.",https://huggingface.co/datasets/Bose345/sp500_earnings_transcripts,Brian Nowak,analyst,Andy Jassy,management,direct
Q0056,"Amazon.com, Inc.",AMZN,2024-08-01 17:30:00,"Hey, thanks so much. Two questions. AWS, those three factors that are causing that kind of acceleration in Q2 and recovery in growth rates from a year ago, those sound sustainable? Is there any reason that we shouldn't see sort of ongoing acceleration at some level through the back half of the year? And secondly, I just want to ask about a small segment of pharmacy. It seems to me like at least anecdotally I seem to lean more into marketing for that and survey work suggests to us that there's kind of greater consumer interest in that. Just talk about where that business is for you? And is it at a point where you feel like you move beyond early adoption and are leaning into kind of getting more mass Amazon customer adoption? Thank you.","On the AWS question, it's always hard to predict what the growth rates are going to be, and it's a relatively large business at $105 billion revenue run rate at this point. But I do think that we have seen the lion's share of the cost optimization happen. And I also do believe that pre-pandemic, we were on this March where most companies are trying to figure out how to modernize their infrastructure, which really means moving from on-premises to the cloud because they can save money and invent that more quickly and get better developer productivity. And then the pandemic happen and people were in survival mode and then a difficult economy came and people are trying to save money. And we just see people going back to asking themselves, why aren't we taking this low hanging fruit here. I mean it makes -- I don't want to run my own data centers. I can actually be more cost-effective and invent more quickly from my customers if I'm using the cloud. And AWS with just a lot more functionality, stronger operational performance and security, which really matters to customers as well and a deeper partner ecosystem continues to be the partner of choice as people are moving to the cloud. And I think the generative AI component is in its very early days. It's -- as I said, we kind of sometimes look at it and say that it's interesting that we have a multibillion-dollar revenue run rate already in AI, and it's so early. But if we look at the amount of demand that we have from customers right now, it's very significant. So I think all three of those things have a chance and will likely continue over time. And we'll see where that growth rate nets out over the next number of years. I think that -- the one other thing I would say about that, too, Mark, is that -- the business today, as I mentioned, it's a $105 billion revenue run rate business, about 90% of the global IT spend is still on premises. And if you believe that equation is going to flip, which I do, there's a lot of growth ahead of us in AWS as the leader in all those dimensions I mentioned. But I also think that generative AI itself and AI as a whole it's going to be really large. I mean it is not something that we originally factored when we were thinking about how large AWS could be and unlike the non-AI space, where you're basically taking all of this infrastructure that's been built on premises over a long period of time and working with customers to help them migrate it to the cloud, which is a lot of work, by the way. In the generative AI space, it's going to get big fast and it's largely all going to be built from the get-go in the cloud, which allows the opportunity for those businesses to continue to grow. On the pharmacy side, I think you're right that you're seeing that business continue to grow and to get more resonance with customers. And I think it was always a relatively natural extension for us to build a pharmacy offering from our retail business. But I think a lot of what you see in the business has grown really quickly, a lot of what you've seen is that the work that the team has done on the customer experience over the last 18 months has really paid off. Customers love the customer experience of Amazon Pharmacy. And especially, by the way, when you think about the experience and the speed and ease with which you can order versus walking into a pharmacy in a physical store, if you walk into pharmacies and -- in cities today, it's a pretty tough experience with how much is locked behind cabinets, where you have to press a button to get somebody to come out and open the cabinets for you and a lot of shop lifting going on in the stores. So the combination of what's happening in the physical world and how much improved we've made our pharmacy experience is driving a lot of customer resonance and buying behavior. I think also you see us continuing to expand there. We expanded our RxPass package and program to Medicare members, that program allows customers and members to be -- Prime members to be able to get up to 60 common medications for just $5 a month. And we continue to launch same-day delivery of medications to cities. We have them in 8 cities, including Los Angeles and New York today with plans to expand to more than a dozen cities by the end of the year. So we're seeing a lot of growth there, and we're very optimistic about it.",https://huggingface.co/datasets/Bose345/sp500_earnings_transcripts,Mark Mahaney,analyst,Andy Jassy,management,evasive
